,issue_date,from_git_hash,to_git_hash,message
475,2021-07-19,f035e8bb,539c3a15,Automated update
476,2021-07-20,539c3a15,b101aa0e,Automated update
477,2021-07-21,b101aa0e,4b48839f,Automated update
478,2021-07-22,4b48839f,04d80e2c,Automated update
479,2021-07-23,04d80e2c,32bcd539,Automated update
480,2021-07-24,32bcd539,6401d95d,Automated update
481,2021-07-25,6401d95d,87aeb940,Automated update
482,2021-07-26,87aeb940,ff232729,Automated update
483,2021-07-27,ff232729,63c5b1fc,patch puerto rico for 07-26-2021
484,2021-07-28,63c5b1fc,12d0a5ab,Automated update
485,2021-07-29,12d0a5ab,5a1d5150,Automated update
486,2021-07-30,5a1d5150,7e960801,patch west virginia data for 07-29-2021
487,2021-07-31,7e960801,86f039bb,Automated update
488,2021-08-01,86f039bb,fa5579b1,Automated update
489,2021-08-02,fa5579b1,0bc944eb,Automated update for delayed data for US
490,2021-08-03,0bc944eb,cf7d75b1,Automated update
491,2021-08-04,cf7d75b1,6a0f6b1a,Automated update
492,2021-08-05,6a0f6b1a,83c627a7,Automated update
493,2021-08-06,83c627a7,422f5a07,Automated update for delayed data for US
494,2021-08-07,422f5a07,8c97a013,Automated update
495,2021-08-08,8c97a013,7ed74be1,Automated update
496,2021-08-09,7ed74be1,aee774c6,Automated update for delayed data for US
497,2021-08-10,aee774c6,52882ac3,Automated update
498,2021-08-11,52882ac3,5e069785,Automated update for delayed data for US
499,2021-08-12,5e069785,ffc481cc,Automated update
500,2021-08-13,ffc481cc,adbbf8e7,Automated update
501,2021-08-14,adbbf8e7,16cdcdb9,Automated update
502,2021-08-15,16cdcdb9,b5f90c7a,Automated update
503,2021-08-16,b5f90c7a,2875c444,Automated update
504,2021-08-17,2875c444,7fe650e9,Automated update for delayed data for US
505,2021-08-18,7fe650e9,2ab8b9d7,Automated update for delayed data for US
506,2021-08-19,2ab8b9d7,717b0153,patch alaska data for 08-18-2021
507,2021-08-20,717b0153,d31b53fd,Automated update
508,2021-08-21,d31b53fd,526cb50d,Automated update
509,2021-08-22,526cb50d,7bd03229,Automated update
510,2021-08-23,7bd03229,74a2c215,Automated update
511,2021-08-24,74a2c215,a2b24c01,Automated update for delayed data for US
512,2021-08-25,a2b24c01,0fda933f,Automated update
513,2021-08-26,0fda933f,c765a31a,Automated update
514,2021-08-27,c765a31a,bb2a0f3a,Automated update
515,2021-08-28,bb2a0f3a,bdc5b597,Automated update for delayed data for US
516,2021-08-29,bdc5b597,f3b3e28a,Automated update for delayed data for US
517,2021-08-30,f3b3e28a,ecf2bf38,Automated update
518,2021-08-31,ecf2bf38,3f713a24,Automated update
519,2021-09-01,3f713a24,899ecb2d,Automated update
520,2021-09-02,899ecb2d,8183f7d6,Automated update
521,2021-09-03,8183f7d6,ecf1b656,Automated update
522,2021-09-04,ecf1b656,e7fbe872,Automated update
523,2021-09-05,e7fbe872,49bdf9d5,Automated update
524,2021-09-06,49bdf9d5,fa7263f1,Automated update
525,2021-09-07,fa7263f1,0be7fbc7,Automated update
526,2021-09-08,0be7fbc7,3b31a5d9,Automated update
527,2021-09-09,3b31a5d9,3efa342c,Automated update for delayed data for US
528,2021-09-10,3efa342c,34f6c587,Automated update for delayed data for US
529,2021-09-11,34f6c587,0c80c418,Automated update for delayed data for US
530,2021-09-12,0c80c418,4631ef71,Automated update
531,2021-09-13,4631ef71,a5a1fd0d,Automated update
532,2021-09-14,a5a1fd0d,4d173aa3,Automated update
533,2021-09-15,4d173aa3,b4c3ae67,Automated update for delayed data for US
534,2021-09-16,b4c3ae67,037b0663,Automated update
535,2021-09-17,037b0663,0fb5e785,Automated update
536,2021-09-18,0fb5e785,955832a6,Automated update
537,2021-09-19,955832a6,4644914f,Automated update
538,2021-09-20,4644914f,a3b37a06,Automated update
539,2021-09-21,a3b37a06,3d492816,Automated update for delayed data for US
540,2021-09-22,3d492816,98a49f73,Automated update
541,2021-09-23,98a49f73,9697c685,Automated update
542,2021-09-24,9697c685,8d3e2785,Automated update for delayed data for US
543,2021-09-25,8d3e2785,01bc3c88,Automated update
544,2021-09-26,01bc3c88,85d15b52,Automated update
545,2021-09-27,85d15b52,665d6de2,Automated update
546,2021-09-28,665d6de2,252c16c6,Automated update for delayed data for US
547,2021-09-29,252c16c6,e92c1923,Automated update
548,2021-09-30,e92c1923,5cf20f97,Automated update for delayed data for US
549,2021-10-01,5cf20f97,d771bc8a,Automated update
550,2021-10-02,d771bc8a,227770f6,Automated update
551,2021-10-03,227770f6,22dbee5e,Automated update
552,2021-10-04,22dbee5e,98fdeebc,Automated update
553,2021-10-05,98fdeebc,083f50c2,Automated update
554,2021-10-06,083f50c2,dd08d4b3,Automated update
555,2021-10-07,dd08d4b3,50a08a94,Automated update
556,2021-10-08,50a08a94,a95804f0,Automated update
557,2021-10-09,a95804f0,da60f634,Automated update
558,2021-10-10,da60f634,dc892c5c,Automated update
559,2021-10-11,dc892c5c,268f9b23,Automated update
560,2021-10-12,268f9b23,a6ea94f6,Automated update
561,2021-10-13,a6ea94f6,8cebbda8,Automated update
562,2021-10-14,8cebbda8,ba1ada10,Automated update
563,2021-10-15,ba1ada10,858af6c9,Automated update
564,2021-10-16,858af6c9,709781a3,Automated update
565,2021-10-17,709781a3,de51a235,Automated update
566,2021-10-18,de51a235,6331b582,Automated update
567,2021-10-19,6331b582,f6eaa865,Automated update
568,2021-10-20,f6eaa865,2fba588c,Automated update
569,2021-10-21,2fba588c,d79b5cbf,Automated update
570,2021-10-22,d79b5cbf,feb94b7c,Automated update
571,2021-10-23,feb94b7c,e6085657,Automated update
572,2021-10-24,e6085657,92b23038,Automated update
573,2021-10-25,92b23038,9d4b1e48,Automated update
574,2021-10-26,9d4b1e48,8cbefeab,patch california data for 10-25-2021
575,2021-10-27,8cbefeab,6d89434d,Automated update
576,2021-10-28,6d89434d,44ada949,Automated update
577,2021-10-29,44ada949,9f68b038,Automated update
578,2021-10-30,9f68b038,24db7c1f,Automated update
579,2021-10-31,24db7c1f,77175b15,Automated update
580,2021-11-01,77175b15,c6b2c512,Automated update
581,2021-11-02,c6b2c512,466741db,Automated update
582,2021-11-03,466741db,e370f101,Automated update
583,2021-11-04,e370f101,a493a2a4,Automated update
584,2021-11-05,a493a2a4,40ccf69f,Automated update
585,2021-11-06,40ccf69f,5869363a,Automated update
586,2021-11-07,5869363a,3d44d23b,Automated update
587,2021-11-08,3d44d23b,e24522ef,Automated update
588,2021-11-09,e24522ef,107de351,Automated update
589,2021-11-10,107de351,05f5ca43,Automated update
590,2021-11-11,05f5ca43,c41eac36,Automated update
591,2021-11-12,c41eac36,7beac4b0,Automated update
592,2021-11-13,7beac4b0,5a45b841,Automated update
593,2021-11-14,5a45b841,2b17a92d,Automated update
594,2021-11-15,2b17a92d,181ee720,Automated update
595,2021-11-16,181ee720,86a4cea2,Automated update
596,2021-11-17,86a4cea2,5a5aada1,Automated update
597,2021-11-18,5a5aada1,e3f78a2d,Automated update for delayed data for US
598,2021-11-19,e3f78a2d,ea0c05d7,Automated update
599,2021-11-20,ea0c05d7,76fda91d,Automated update
600,2021-11-21,76fda91d,e4423892,Automated update
601,2021-11-22,e4423892,cda7189d,Automated update
602,2021-11-23,cda7189d,e4fca86f,patch guam data for 11-22-2021
603,2021-11-24,e4fca86f,3c99632e,Automated update
604,2021-11-25,3c99632e,b1765e0a,patch hawaii data for 11-24-2021
605,2021-11-26,b1765e0a,d81c806e,patch hawaii data
606,2021-11-27,d81c806e,b626da83,Automated update
607,2021-11-28,b626da83,40e870ba,Automated update
608,2021-11-29,40e870ba,f4037df0,Automated update
609,2021-11-30,f4037df0,9b55b031,Automated update
610,2021-12-01,9b55b031,fc6ea24a,Automated update
611,2021-12-02,fc6ea24a,9f3bec60,Automated update for delayed data for US
612,2021-12-03,9f3bec60,54985f97,Automated update for delayed data for US
613,2021-12-04,54985f97,a919b2b2,Automated update
614,2021-12-05,a919b2b2,87981c70,Automated update
615,2021-12-06,87981c70,e5f39588,Automated update
616,2021-12-07,e5f39588,1b3e8b2b,Automated update for delayed data for US
617,2021-12-08,1b3e8b2b,aa6a96e9,Automated update
618,2021-12-09,aa6a96e9,b90594f1,Automated update
619,2021-12-10,b90594f1,215ced16,Automated update
620,2021-12-11,215ced16,246f0815,Automated update for delayed data for US
621,2021-12-12,246f0815,b753f745,Automated update
622,2021-12-13,b753f745,03f19c5e,Automated update
623,2021-12-14,03f19c5e,8b0f076a,Automated update
624,2021-12-15,8b0f076a,eaef2dee,Automated update
625,2021-12-16,eaef2dee,8deb613f,Automated update
626,2021-12-17,8deb613f,294ba612,Automated update for delayed data for US
627,2021-12-18,294ba612,9da7a82f,Automated update
628,2021-12-19,9da7a82f,48c36247,Automated update
629,2021-12-20,48c36247,29cb2a90,Automated update
630,2021-12-21,29cb2a90,ecc2cb7a,Automated update
631,2021-12-22,ecc2cb7a,c1db585d,Automated update
632,2021-12-23,c1db585d,479b0655,Automated update
633,2021-12-24,479b0655,80cd13cb,Automated update for delayed data for US
634,2021-12-25,80cd13cb,c200acfb,Automated update
635,2021-12-26,c200acfb,d729fb77,Automated update
636,2021-12-27,d729fb77,6a91c504,Automated update
637,2021-12-28,6a91c504,067e29e6,Automated update
638,2021-12-29,067e29e6,8df413c5,Automated update
639,2021-12-30,8df413c5,358440ed,Automated update
640,2021-12-31,358440ed,4d3e200d,Automated update
641,2022-01-01,4d3e200d,93c020c8,Automated update
642,2022-01-02,93c020c8,e967b135,Automated update
643,2022-01-03,e967b135,68c1bda1,Automated update
644,2022-01-04,68c1bda1,87915d89,Automated update for delayed data for US
645,2022-01-05,87915d89,41e90f2b,patch wisconsin data for 01-04-2022
646,2022-01-06,41e90f2b,d05a2a15,Automated update for delayed data for US
647,2022-01-07,d05a2a15,ead6dc83,Automated update for delayed data for US
648,2022-01-08,ead6dc83,24bffc6a,Automated update
649,2022-01-09,24bffc6a,6739d669,Automated update for delayed data for US
650,2022-01-10,6739d669,ed3fba55,Automated update for delayed data for US
651,2022-01-11,ed3fba55,b849410b,Automated update
652,2022-01-12,b849410b,6ad691c8,Automated update for delayed data for US
653,2022-01-13,6ad691c8,34282eae,Automated update
654,2022-01-14,34282eae,24c86082,Automated update for delayed data for US
655,2022-01-15,24c86082,15a805cc,Automated update for delayed data for US
656,2022-01-16,15a805cc,e952d479,Automated update for delayed data for US
657,2022-01-17,e952d479,4ba2011c,Automated update
658,2022-01-18,4ba2011c,510101b2,Automated update for delayed data for US
659,2022-01-19,510101b2,ecd9d538,Automated update for delayed data for US
660,2022-01-20,ecd9d538,a2d45876,Automated update for delayed data for US
661,2022-01-21,a2d45876,271263b0,Automated update for delayed data for US
662,2022-01-22,271263b0,1f85996d,Automated update for delayed data for US
663,2022-01-23,1f85996d,2675a00a,Automated update for delayed data for US
664,2022-01-24,2675a00a,1a1d88c2,Automated update for delayed data for US
665,2022-01-25,1a1d88c2,74333c6c,Automated update
666,2022-01-26,74333c6c,1a3f382d,Automated update
667,2022-01-27,1a3f382d,39df98cf,Automated update for delayed data for US
668,2022-01-28,39df98cf,637c19b0,Automated update for delayed data for US
669,2022-01-29,637c19b0,02c8a7bb,patch california data for 01-28-2022
670,2022-01-30,02c8a7bb,fa8cbf7f,Automated update for delayed data for US
671,2022-01-31,fa8cbf7f,fee47bc4,Automated update for delayed data for US
672,2022-02-01,fee47bc4,8f7bd79f,Automated update
673,2022-02-02,8f7bd79f,e72a827c,Automated update
674,2022-02-03,e72a827c,1b25bd35,Automated update
675,2022-02-04,1b25bd35,aa6dbbe0,Automated update for delayed data for US
676,2022-02-05,aa6dbbe0,dca4bed9,Automated update for delayed data for US
677,2022-02-06,dca4bed9,f3af552e,Automated update
678,2022-02-07,f3af552e,116fcc30,Automated update
679,2022-02-08,116fcc30,bff842fc,Automated update for delayed data for US
680,2022-02-09,bff842fc,da9e2ed3,Automated update
681,2022-02-10,da9e2ed3,e85c5816,Automated update for delayed data for US
682,2022-02-11,e85c5816,1a705266,Automated update for delayed data for US
683,2022-02-12,1a705266,e22808d8,Automated update
684,2022-02-13,e22808d8,64e57c1c,Automated update for delayed data for US
685,2022-02-14,64e57c1c,b92bd8ff,Automated update
686,2022-02-15,b92bd8ff,e31379d3,Automated update
687,2022-02-16,e31379d3,c6179bfd,Automated update
688,2022-02-17,c6179bfd,bab296ea,Automated update for delayed data for US
689,2022-02-18,bab296ea,758378ee,Automated update
690,2022-02-19,758378ee,80fd60c9,Automated update for delayed data for US
691,2022-02-20,80fd60c9,4a818ce5,Automated update
692,2022-02-21,4a818ce5,66c3e82e,Automated update
693,2022-02-22,66c3e82e,b84fd80b,Automated update
694,2022-02-23,b84fd80b,5681b347,Automated update for delayed data for US
695,2022-02-24,5681b347,966c50fb,Automated update
696,2022-02-25,966c50fb,df4e5339,Automated update for delayed data for US
697,2022-02-26,df4e5339,d83a8193,Automated update
698,2022-02-27,d83a8193,2f7d0659,Automated update
699,2022-02-28,2f7d0659,9e4a8ab1,Automated update
700,2022-03-01,9e4a8ab1,0c443e56,Automated update
701,2022-03-02,0c443e56,52bcdb33,Automated update for delayed data for US
702,2022-03-03,52bcdb33,81b6376f,Automated update
703,2022-03-04,81b6376f,30d4937b,Automated update
704,2022-03-05,30d4937b,da2958e8,Automated update for delayed data for US
705,2022-03-06,da2958e8,723b9beb,Automated update
706,2022-03-07,723b9beb,5c243699,Automated update
707,2022-03-08,5c243699,a0b3fc3c,Automated update for delayed data for US
708,2022-03-09,a0b3fc3c,f052364d,Automated update
709,2022-03-10,f052364d,e86550b2,Automated update
710,2022-03-11,e86550b2,96f8d2fe,Automated update
711,2022-03-12,96f8d2fe,05930bd2,Automated update
712,2022-03-13,05930bd2,7163aa07,Automated update
713,2022-03-14,7163aa07,5f103160,Automated update
714,2022-03-15,5f103160,e9616d1c,Automated update
715,2022-03-16,e9616d1c,371fa255,Automated update
716,2022-03-17,371fa255,2251f68d,Automated update
717,2022-03-18,2251f68d,9acb98bb,Automated update
718,2022-03-19,9acb98bb,06a23da5,Automated update
719,2022-03-20,06a23da5,dd44d65c,Automated update
720,2022-03-21,dd44d65c,ca9bd76c,Automated update
721,2022-03-22,ca9bd76c,ce1174f2,Automated update
722,2022-03-23,ce1174f2,7a1c918e,Automated update
723,2022-03-24,7a1c918e,c1362c99,Automated update
724,2022-03-25,c1362c99,c6b7ae6e,Automated update for delayed data for US
725,2022-03-26,c6b7ae6e,69b9be27,Automated update
726,2022-03-27,69b9be27,0da82829,Automated update
727,2022-03-28,0da82829,4b3942dc,Automated update
728,2022-03-29,4b3942dc,a44d7116,Automated update
729,2022-03-30,a44d7116,e7f5c90c,Automated update
730,2022-03-31,e7f5c90c,665aed01,Automated update
731,2022-04-01,665aed01,17870d22,Automated update
732,2022-04-02,17870d22,115f1ff1,Automated update
733,2022-04-03,115f1ff1,33443523,Automated update
734,2022-04-04,33443523,499a4ff1,Automated update
735,2022-04-05,499a4ff1,759131a3,Automated update
736,2022-04-06,759131a3,3cc3f93e,Automated update
737,2022-04-07,3cc3f93e,8fbe4db5,Automated update
738,2022-04-08,8fbe4db5,5bf114a2,Automated update
739,2022-04-09,5bf114a2,297c2d38,Automated update
740,2022-04-10,297c2d38,1fa75560,Automated update
741,2022-04-11,1fa75560,c756d1b3,Automated update
742,2022-04-12,c756d1b3,ab4f1f8d,Automated update
743,2022-04-13,ab4f1f8d,7561ffbf,Automated update
744,2022-04-14,7561ffbf,fd2a92a0,Automated update for delayed data for US
745,2022-04-15,fd2a92a0,6cf2125e,Automated update
746,2022-04-16,6cf2125e,96ab8e14,Automated update
747,2022-04-17,96ab8e14,c9aba99c,Automated update
748,2022-04-18,c9aba99c,b3b8d4f6,Automated update
749,2022-04-19,b3b8d4f6,a02a61ff,Automated update
750,2022-04-20,a02a61ff,81fed74b,Automated update
751,2022-04-21,81fed74b,a644fc8a,Automated update
752,2022-04-22,a644fc8a,42a76ca0,Automated update
753,2022-04-23,42a76ca0,29228685,Automated update
754,2022-04-24,29228685,5257b609,Automated update
755,2022-04-25,5257b609,b55d3a01,Automated update
756,2022-04-26,b55d3a01,4ed780e8,patched nebraska data for 04-25-2022
757,2022-04-27,4ed780e8,14133361,Automated update
758,2022-04-28,14133361,58569333,Automated update
759,2022-04-29,58569333,3fe92875,Automated update
760,2022-04-30,3fe92875,8b2bee03,Automated update
761,2022-05-01,8b2bee03,ec821367,Automated update
762,2022-05-02,ec821367,f6bd7a7e,Automated update
763,2022-05-03,f6bd7a7e,448c7f7d,Automated update
764,2022-05-04,448c7f7d,78e941b3,Automated update
765,2022-05-05,78e941b3,b9ee766a,Automated update
766,2022-05-06,b9ee766a,08759ab5,Automated update
767,2022-05-07,08759ab5,d473f448,Automated update
768,2022-05-08,d473f448,f0bf1912,Automated update
769,2022-05-09,f0bf1912,dbff0633,Automated update
770,2022-05-10,dbff0633,b1e35ae6,Automated update
771,2022-05-11,b1e35ae6,77f9fa97,Automated update
772,2022-05-12,77f9fa97,bd8d0328,Automated update
773,2022-05-13,bd8d0328,b9a414ce,Automated update
774,2022-05-14,b9a414ce,7aa7ca50,Automated update
775,2022-05-15,7aa7ca50,c378b8da,Automated update
776,2022-05-16,c378b8da,191a4095,Automated update
777,2022-05-17,191a4095,54a09dfb,Automated update
778,2022-05-18,54a09dfb,6a9b806b,Automated update
779,2022-05-19,6a9b806b,fc6c834e,Automated update
780,2022-05-20,fc6c834e,bbba30f0,Automated update
781,2022-05-21,bbba30f0,eaf105ca,Automated update
782,2022-05-22,eaf105ca,9999c3ae,Automated update
783,2022-05-23,9999c3ae,2eb81f01,Automated update
784,2022-05-24,2eb81f01,19edf559,Automated update
785,2022-05-25,19edf559,a6f2dc32,Automated update
786,2022-05-26,a6f2dc32,1f057240,Automated update
787,2022-05-27,1f057240,0c2f8e63,Automated update
788,2022-05-28,0c2f8e63,c5e66d92,Automated update
789,2022-05-29,c5e66d92,41094859,Automated update
790,2022-05-30,41094859,40d08903,Automated update
791,2022-05-31,40d08903,6b4ed29c,Automated update
792,2022-06-01,6b4ed29c,791089e0,Automated update
793,2022-06-02,791089e0,63588932,patch illinois data from 06-20-2021 to 05-31-2022
794,2022-06-03,63588932,f1a82423,Automated update
795,2022-06-04,f1a82423,383abec3,Automated update
796,2022-06-05,383abec3,98da4468,Automated update
797,2022-06-06,98da4468,235cd50e,Automated update
798,2022-06-07,235cd50e,3be5ce6a,Automated update
799,2022-06-08,3be5ce6a,65879a43,Automated update
800,2022-06-09,65879a43,9bc1984f,Automated update
801,2022-06-10,9bc1984f,3946848d,Automated update
802,2022-06-11,3946848d,21327c96,Automated update
803,2022-06-12,21327c96,544518c7,Automated update
804,2022-06-13,544518c7,4529a85b,Automated update
805,2022-06-14,4529a85b,e4e4c3ee,Automated update
806,2022-06-15,e4e4c3ee,aff674d9,Automated update
807,2022-06-16,aff674d9,50ed7826,Automated update
808,2022-06-17,50ed7826,f87e300a,Automated update
809,2022-06-18,f87e300a,80a0654e,Automated update
810,2022-06-19,80a0654e,fa21d6f9,Automated update
811,2022-06-20,fa21d6f9,3f4cd536,Automated update
812,2022-06-21,3f4cd536,cd8334c4,Automated update
813,2022-06-22,cd8334c4,e39614f3,Automated update
814,2022-06-23,e39614f3,e98627da,Automated update
815,2022-06-24,e98627da,371407cd,Automated update
816,2022-06-25,371407cd,587313b9,Automated update
817,2022-06-26,587313b9,e24bb466,Automated update
818,2022-06-27,e24bb466,8066ccfc,Automated update
819,2022-06-28,8066ccfc,3ace6785,Automated update
820,2022-06-29,3ace6785,daf3d642,Automated update
821,2022-06-30,daf3d642,1322ef2a,Automated update
822,2022-07-01,1322ef2a,bf11eb2e,Automated update
823,2022-07-02,bf11eb2e,910cda45,Automated update
824,2022-07-03,910cda45,abed4bc3,Automated update
825,2022-07-04,abed4bc3,81db491c,Automated update
826,2022-07-05,81db491c,71a0b067,Automated update
827,2022-07-06,71a0b067,a1769a1a,Automated update
828,2022-07-07,a1769a1a,ce8c3d56,Automated update
829,2022-07-08,ce8c3d56,9b8b75cf,Automated update
830,2022-07-09,9b8b75cf,b925a796,Automated update
831,2022-07-10,b925a796,e0d7a71f,Automated update
832,2022-07-11,e0d7a71f,755429f6,Automated update
833,2022-07-12,755429f6,0dfd2bb3,Automated update
834,2022-07-13,0dfd2bb3,e17b8fe0,Automated update
835,2022-07-14,e17b8fe0,8a1171b4,Automated update
836,2022-07-15,8a1171b4,50c431db,patch washington data for 07-14-2022
837,2022-07-16,50c431db,e2be4237,Automated update
838,2022-07-17,e2be4237,41a1b912,Automated update
839,2022-07-18,41a1b912,85d3f898,Automated update
840,2022-07-19,85d3f898,f583d01c,Automated update
841,2022-07-20,f583d01c,a4518cef,Automated update
842,2022-07-21,a4518cef,f63a6852,Automated update
843,2022-07-22,f63a6852,a9916373,Automated update
844,2022-07-23,a9916373,1cb4910a,Automated update
845,2022-07-24,1cb4910a,8393f289,Automated update
846,2022-07-25,8393f289,0b5ba07a,Automated update
847,2022-07-26,0b5ba07a,d85faeaf,Automated update
848,2022-07-27,d85faeaf,f951fc01,Automated update
849,2022-07-28,f951fc01,435e5f9b,Automated update
850,2022-07-29,435e5f9b,f74f8d0c,Automated update
851,2022-07-30,f74f8d0c,c5650bd2,Automated update
852,2022-07-31,c5650bd2,2a788999,Automated update
853,2022-08-01,2a788999,3f293970,Automated update
854,2022-08-02,3f293970,aca2797f,Automated update
855,2022-08-03,aca2797f,b5eb8c68,Automated update
856,2022-08-04,b5eb8c68,b873059c,Automated update
857,2022-08-05,b873059c,677e3710,Automated update
858,2022-08-06,677e3710,9b9bd7cc,Automated update
859,2022-08-07,9b9bd7cc,e62f902b,Automated update
860,2022-08-08,e62f902b,4aa36a3f,Automated update
861,2022-08-09,4aa36a3f,89fd33d3,Automated update
862,2022-08-10,89fd33d3,bd776ce3,Automated update
863,2022-08-11,bd776ce3,dc01ee2d,Automated update
864,2022-08-12,dc01ee2d,e317c3d5,patch ohio data weekly
865,2022-08-13,e317c3d5,1845b868,Automated update
866,2022-08-14,1845b868,5bf53366,Automated update
867,2022-08-15,5bf53366,6fddcc91,Automated update
868,2022-08-16,6fddcc91,ae4705fa,Automated update
869,2022-08-17,ae4705fa,1269ee78,Automated update
870,2022-08-18,1269ee78,dee55f08,Automated update
871,2022-08-19,dee55f08,f9396d62,Automated update
872,2022-08-20,f9396d62,c036185b,Automated update
873,2022-08-21,c036185b,1dc669fd,Automated update
874,2022-08-22,1dc669fd,01587068,Automated update
875,2022-08-23,01587068,4cb9779b,Automated update
876,2022-08-24,4cb9779b,21c7cea8,Automated update
877,2022-08-25,21c7cea8,da3d0063,Automated update
878,2022-08-26,da3d0063,11497f93,Automated update
879,2022-08-27,11497f93,c8c300fe,Automated update
880,2022-08-28,c8c300fe,f12dafb6,Automated update
881,2022-08-29,f12dafb6,576f2f06,Automated update
882,2022-08-30,576f2f06,8a603b55,Automated update
883,2022-08-31,8a603b55,0c569e98,Automated update
884,2022-09-01,0c569e98,24e92f85,Automated update
885,2022-09-02,24e92f85,4dfb28cb,Automated update
886,2022-09-03,4dfb28cb,9c83d8bc,Automated update
887,2022-09-04,9c83d8bc,9a1a6510,Automated update
888,2022-09-05,9a1a6510,6d14e6ef,Automated update
889,2022-09-06,6d14e6ef,aa77107d,Automated update
890,2022-09-07,aa77107d,7d05a60f,Automated update for delayed data for US
891,2022-09-08,7d05a60f,4e905e06,Automated update
892,2022-09-09,4e905e06,f528ebc0,Automated update
893,2022-09-10,f528ebc0,c570d6b0,Automated update
894,2022-09-11,c570d6b0,fcb94dc3,Automated update
895,2022-09-12,fcb94dc3,e5335016,Automated update
896,2022-09-13,e5335016,cfd7b58f,Automated update
897,2022-09-14,cfd7b58f,0e7a09ef,Automated update
898,2022-09-15,0e7a09ef,29b93cf5,Automated update
899,2022-09-16,29b93cf5,d915f691,Automated update
900,2022-09-17,d915f691,8508def6,Automated update
901,2022-09-18,8508def6,4e33f656,Automated update
902,2022-09-19,4e33f656,1f418660,Automated update
903,2022-09-20,1f418660,55c5c12d,Automated update
904,2022-09-21,55c5c12d,80d3378b,Automated update
905,2022-09-22,80d3378b,f597a0b4,Automated update
906,2022-09-23,f597a0b4,db9bebfc,Automated update
907,2022-09-24,db9bebfc,1f2a2ee1,Automated update
908,2022-09-25,1f2a2ee1,ed041aae,Automated update
909,2022-09-26,ed041aae,6902780b,Automated update
910,2022-09-27,6902780b,168bcc7b,Automated update
911,2022-09-28,168bcc7b,9fc4c6c0,Automated update
912,2022-09-29,9fc4c6c0,52ba26bb,Automated update
913,2022-09-30,52ba26bb,69d74ad7,Automated update
914,2022-10-01,69d74ad7,ac2425d2,Automated update
915,2022-10-02,ac2425d2,5eb235c8,Automated update
916,2022-10-03,5eb235c8,3c9bba99,Automated update
917,2022-10-04,3c9bba99,6a022701,Automated update
918,2022-10-05,6a022701,d67279dd,Automated update
919,2022-10-06,d67279dd,c168bc1e,Automated update
920,2022-10-07,c168bc1e,26415c3f,Automated update
921,2022-10-08,26415c3f,05c77de7,Automated update
922,2022-10-09,05c77de7,08e214bf,Automated update
923,2022-10-10,08e214bf,1014ab78,Automated update
924,2022-10-11,1014ab78,b62e2226,Automated update
925,2022-10-12,b62e2226,de540451,Automated update
926,2022-10-13,de540451,67920c61,Automated update
927,2022-10-14,67920c61,0c92df03,Automated update
928,2022-10-15,0c92df03,b0a163a1,Automated update
929,2022-10-16,b0a163a1,380ba0e4,Automated update
930,2022-10-17,380ba0e4,0eb94e1b,Automated update
931,2022-10-18,0eb94e1b,2e705aa7,Automated update
932,2022-10-19,2e705aa7,543bf750,Automated update
933,2022-10-20,543bf750,76a0514d,Automated update
934,2022-10-21,76a0514d,46475af2,Automated update
935,2022-10-22,46475af2,9b2c4f92,Automated update
936,2022-10-23,9b2c4f92,94b84c98,Automated update
937,2022-10-24,94b84c98,2c4e2485,Automated update
938,2022-10-25,2c4e2485,cf4c7fdc,Automated update
939,2022-10-26,cf4c7fdc,949aea2f,Automated update
940,2022-10-27,949aea2f,9db7a9a7,Automated update
941,2022-10-28,9db7a9a7,e89ef8c3,Automated update
942,2022-10-29,e89ef8c3,ff1eefad,Automated update
943,2022-10-30,ff1eefad,d6ae25cb,Automated update for delayed data for US
944,2022-10-31,d6ae25cb,41169bb8,Automated update
945,2022-11-01,41169bb8,d7167646,Automated update
946,2022-11-02,d7167646,cae10251,Automated update
947,2022-11-03,cae10251,40fdfcda,Automated update
948,2022-11-04,40fdfcda,2adeeb14,Automated update
949,2022-11-05,2adeeb14,2d9fdf7c,Automated update
950,2022-11-06,2d9fdf7c,f9cc7205,Automated update
951,2022-11-07,f9cc7205,ac14a614,Automated update
952,2022-11-08,ac14a614,c5ee3139,Automated update
953,2022-11-09,c5ee3139,65dbbf51,Automated update
954,2022-11-10,65dbbf51,4c76a419,Automated update
955,2022-11-11,4c76a419,69150117,Automated update
956,2022-11-12,69150117,117379d2,Automated update
957,2022-11-13,117379d2,284368d6,Automated update
958,2022-11-14,284368d6,d34c5ad0,Automated update
959,2022-11-15,d34c5ad0,d5f7562d,Automated update
960,2022-11-16,d5f7562d,66f52258,Automated update
961,2022-11-17,66f52258,a4b0c6e4,patch tennessee data weekly
962,2022-11-18,a4b0c6e4,b5f478e5,Automated update
963,2022-11-19,b5f478e5,6137e304,Automated update
964,2022-11-20,6137e304,9a0ec31b,Automated update
965,2022-11-21,9a0ec31b,9ed18cf3,Automated update
966,2022-11-22,9ed18cf3,bdb82d26,Automated update
967,2022-11-23,bdb82d26,6c1a0c24,Automated update
968,2022-11-24,6c1a0c24,eaa18d9b,Automated update
969,2022-11-25,eaa18d9b,2811c69a,Automated update
970,2022-11-26,2811c69a,097d815c,Automated update
971,2022-11-27,097d815c,f3a3b52f,Automated update
972,2022-11-28,f3a3b52f,a7b646b7,Automated update
